step_min,2yr,5yr,10yr,25yr,50yr,100yr,200yr,500yr,1000yr,2000yr,5000yr,10000yr,PMP
1255,1.67,2.24,4.1,18.54,22.91,28.21,34.66,45.4,55.63,81.17,106.3,113.98,378.71
1260,1.66,2.21,4.04,18.38,22.71,27.96,34.36,45.0,55.13,80.58,105.53,113.16,378.17
1265,1.65,2.17,3.98,18.22,22.51,27.72,34.06,44.61,54.66,80.01,104.78,112.36,377.71
1270,1.63,2.14,3.91,18.06,22.32,27.48,33.76,44.23,54.18,79.44,104.04,111.55,377.34
1275,1.62,2.11,3.85,17.91,22.13,27.25,33.48,43.85,53.72,78.87,103.3,110.76,377.07
1280,1.61,2.09,3.83,17.77,21.95,27.03,33.21,43.49,53.28,78.31,102.55,109.96,376.87
1285,1.59,2.1,3.84,17.63,21.78,26.82,32.95,43.16,52.87,77.72,101.79,109.14,376.72
1290,1.58,2.1,3.84,17.5,21.62,26.61,32.7,42.83,52.47,77.12,101.0,108.3,376.61
1295,1.56,2.08,3.8,17.37,21.46,26.42,32.46,42.52,52.09,76.53,100.22,107.47,376.51
1300,1.55,2.03,3.71,17.25,21.31,26.24,32.23,42.22,51.72,75.94,99.46,106.64,376.38
1305,1.54,1.97,3.61,17.13,21.16,26.05,32.01,41.92,51.36,75.38,98.72,105.85,376.25
1310,1.52,1.93,3.53,17.01,21.01,25.87,31.78,41.62,50.99,74.85,98.02,105.11,376.15
1315,1.51,1.9,3.47,16.88,20.86,25.68,31.55,41.32,50.61,74.35,97.37,104.41,376.05
1320,1.5,1.85,3.37,16.75,20.7,25.48,31.3,40.99,50.22,73.86,96.73,103.72,375.93
1325,1.49,1.78,3.26,16.62,20.54,25.28,31.06,40.68,49.83,73.37,96.09,103.03,375.81
1330,1.48,1.72,3.14,16.5,20.39,25.1,30.83,40.38,49.47,72.89,95.46,102.36,375.72
1335,1.47,1.63,2.98,16.39,20.24,24.92,30.61,40.1,49.12,72.42,94.84,101.69,375.64
1340,1.46,1.53,2.79,16.27,20.1,24.74,30.4,39.81,48.77,71.94,94.21,101.01,375.54
1345,1.45,1.41,2.58,16.15,19.95,24.56,30.18,39.52,48.41,71.47,93.59,100.36,375.49
1350,1.44,1.28,2.34,16.04,19.81,24.39,29.96,39.24,48.07,71.02,93.01,99.73,375.48
1355,1.43,1.13,2.07,15.93,19.68,24.22,29.76,38.97,47.74,70.58,92.42,99.1,375.47
1360,1.42,0.99,1.8,15.83,19.55,24.07,29.57,38.72,47.43,70.14,91.85,98.48,375.48
1365,1.41,0.85,1.56,15.73,19.43,23.92,29.38,38.48,47.14,69.72,91.3,97.9,375.54
1370,1.4,0.73,1.33,15.63,19.31,23.77,29.2,38.24,46.84,69.32,90.78,97.34,375.61
1375,1.39,0.61,1.11,15.54,19.19,23.62,29.02,38.0,46.55,68.93,90.27,96.79,375.68
1380,1.39,0.5,0.92,15.45,19.08,23.49,28.85,37.78,46.28,68.53,89.75,96.23,375.76
1385,1.38,0.42,0.76,15.36,18.97,23.35,28.69,37.57,46.02,68.11,89.19,95.63,375.82
1390,1.37,0.35,0.63,15.27,18.86,23.21,28.51,37.33,45.73,67.66,88.6,95.0,375.83
1395,1.36,0.29,0.53,15.17,18.73,23.06,28.32,37.09,45.43,67.21,88.01,94.37,375.8
1400,1.35,0.24,0.44,15.07,18.61,22.91,28.14,36.84,45.13,66.78,87.45,93.76,375.79
1405,1.34,0.2,0.37,14.96,18.48,22.75,27.94,36.59,44.82,66.37,86.91,93.19,375.78
1410,1.33,0.17,0.31,14.85,18.35,22.58,27.74,36.32,44.49,65.94,86.36,92.6,375.72
1415,1.32,0.14,0.26,14.75,18.22,22.42,27.54,36.07,44.18,65.52,85.79,91.99,375.66
1420,1.31,0.12,0.21,14.65,18.1,22.27,27.36,35.83,43.89,65.1,85.24,91.4,375.62
1425,1.3,0.1,0.18,14.55,17.98,22.12,27.17,35.58,43.59,64.69,84.72,90.84,375.58
1430,1.3,0.08,0.15,14.45,17.85,21.97,26.99,35.34,43.29,64.3,84.21,90.29,375.51
1435,1.29,0.07,0.12,14.36,17.74,21.83,26.81,35.11,43.01,63.94,83.72,89.77,375.75
1440,1.28,0.06,0.1,14.27,17.63,21.7,26.65,34.89,42.74,63.57,83.24,89.26,376.64
1445,1.27,0.05,0.09,14.15,17.48,21.51,26.42,34.6,42.38,63.04,82.55,88.51,376.98
1450,1.26,0.04,0.07,13.95,17.22,21.2,26.04,34.1,41.76,62.13,81.36,87.24,375.33
1455,1.23,0.03,0.06,13.64,16.84,20.73,25.46,33.34,40.83,60.74,79.54,85.28,371.18
1460,1.18,0.03,0.05,13.17,16.27,20.02,24.59,32.2,39.44,58.64,76.79,82.34,363.0
1465,1.12,0.02,0.04,12.49,15.43,18.99,23.32,30.54,37.4,55.61,72.82,78.08,348.44
1470,1.04,0.02,0.03,11.6,14.33,17.63,21.65,28.36,34.73,51.62,67.6,72.48,326.92
1475,0.94,0.01,0.03,10.56,13.04,16.05,19.71,25.81,31.61,46.96,61.5,65.94,300.11
1480,0.84,0.01,0.02,9.43,11.64,14.33,17.6,23.05,28.23,41.92,54.89,58.86,270.04
1485,0.74,0.01,0.02,8.28,10.23,12.59,15.46,20.25,24.8,36.81,48.21,51.69,238.71
1490,0.64,0.01,0.01,7.15,8.83,10.87,13.35,17.48,21.41,31.77,41.6,44.61,207.08
1495,0.54,0.01,0.01,6.09,7.52,9.26,11.37,14.89,18.24,27.06,35.43,37.99,177.24
1500,0.46,0.0,0.01,5.12,6.33,7.79,9.56,12.52,15.34,22.75,29.79,31.94,149.46
1505,0.38,0.0,0.01,4.26,5.26,6.47,7.95,10.41,12.75,18.91,24.76,26.54,124.16
1510,0.31,0.0,0.0,3.53,4.36,5.36,6.58,8.62,10.56,15.66,20.51,21.99,102.66
1515,0.26,0.0,0.0,2.94,3.63,4.47,5.49,7.19,8.8,13.05,17.1,18.33,85.55
1520,0.22,0.0,0.0,2.46,3.04,3.74,4.59,6.01,7.36,10.92,14.3,15.33,71.55
1525,0.18,0.0,0.0,2.06,2.54,3.13,3.84,5.03,6.16,9.13,11.96,12.83,59.87
1530,0.15,0.0,0.0,1.72,2.13,2.62,3.21,4.21,5.15,7.65,10.01,10.73,50.16
1535,0.13,0.0,0.0,1.44,1.78,2.19,2.69,3.52,4.31,6.39,8.37,8.97,41.96
1540,0.11,0.0,0.0,1.2,1.48,1.82,2.24,2.93,3.59,5.32,6.97,7.47,34.96
1545,0.09,0.0,0.0,1.0,1.23,1.52,1.86,2.44,2.99,4.43,5.81,6.23,29.12
1550,0.07,0.0,0.0,0.83,1.03,1.27,1.56,2.04,2.49,3.7,4.84,5.19,24.32
1555,0.06,0.0,0.0,0.69,0.86,1.06,1.3,1.7,2.08,3.08,4.04,4.33,20.29
1560,0.05,0.0,0.0,0.58,0.71,0.88,1.08,1.41,1.73,2.56,3.36,3.6,16.89
1565,0.04,0.0,0.0,0.48,0.59,0.73,0.9,1.17,1.44,2.13,2.79,2.99,14.03
1570,0.04,0.0,0.0,0.4,0.49,0.61,0.74,0.97,1.19,1.77,2.32,2.48,11.67
1575,0.03,0.0,0.0,0.33,0.41,0.5,0.62,0.81,0.99,1.47,1.92,2.06,9.7
1580,0.02,0.0,0.0,0.27,0.34,0.42,0.51,0.67,0.82,1.22,1.6,1.71,8.06
1585,0.02,0.0,0.0,0.23,0.28,0.35,0.42,0.55,0.68,1.01,1.32,1.42,6.68
1590,0.02,0.0,0.0,0.19,0.23,0.28,0.35,0.46,0.56,0.83,1.09,1.17,5.52
1595,0.01,0.0,0.0,0.15,0.19,0.23,0.29,0.38,0.46,0.68,0.9,0.96,4.55
1600,0.01,0.0,0.0,0.13,0.16,0.19,0.24,0.31,0.38,0.56,0.73,0.79,3.73
1605,0.01,0.0,0.0,0.1,0.13,0.16,0.19,0.25,0.31,0.46,0.6,0.64,3.04
1610,0.01,0.0,0.0,0.08,0.1,0.13,0.16,0.2,0.25,0.37,0.48,0.52,2.48
1615,0.01,0.0,0.0,0.07,0.08,0.1,0.12,0.16,0.2,0.3,0.39,0.42,2.0
1620,0.0,0.0,0.0,0.05,0.07,0.08,0.1,0.13,0.16,0.24,0.31,0.33,1.61
1625,0.0,0.0,0.0,0.04,0.05,0.06,0.08,0.1,0.12,0.19,0.24,0.26,1.27
1630,0.0,0.0,0.0,0.03,0.04,0.05,0.06,0.08,0.1,0.14,0.19,0.2,0.98
1635,0.0,0.0,0.0,0.02,0.03,0.04,0.04,0.06,0.07,0.1,0.14,0.15,0.74
1640,0.0,0.0,0.0,0.02,0.02,0.03,0.03,0.04,0.05,0.07,0.1,0.1,0.53
1645,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.06,0.07,0.35
1650,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.04,0.21
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.1
1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03
1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
