index_mean_24h_mm,63.54
return_period,depth_mm
2,27.9
5,69.1
10,117.8
25,223.2
50,353.5
100,554.3
200,864.0
500,1545.7
1000,2394.7
2000,3705.8
5000,6593.8
10000,10191.5
