Subbasin,"Area
(Km2)",CN,"TC
(min)",Longest Flowpath Length (km),Longest Flowpath Slope (m/m),10–85 Flowpath Length (km),10–85 Flowpath Slope (m/m),Basin Slope (m/m),Basin Relief (m),Relief Ratio,Elongation Ratio,Drainage Density (km/km²)
Majlas,571,89,400,68.37728,0.02164,51.28296,0.00881,0.54578,1947.76562,0.02849,0.39442,0.1609
